,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,released_date,rank_streams
748,RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698,95,D#,Minor,69,90,91,6,0,35,4,2022-03-25,748
749,sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,135,D#,Minor,93,77,45,25,0,13,27,2022-03-17,749
750,Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,110,E,Major,57,6,27,84,0,9,3,2019-12-13,750
751,Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,88,G,Major,89,59,64,5,0,19,7,1996-11-24,751
752,Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,119,C#,Minor,87,28,50,12,0,10,10,2022-03-30,752
753,MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,120,C#,Major,58,71,80,15,0,7,41,2022-03-18,753
754,There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,122,D,Major,86,97,80,36,0,9,6,2016-09-23,754
755,IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,98,F,Major,78,83,75,41,0,27,8,2022-03-18,755
756,Golden,Harry Styles,1,2019,12,13,8429,1,807015863,140,E,Minor,45,25,84,21,0,13,6,2019-12-13,756
757,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,116,F#,Minor,79,87,81,4,0,10,4,2013-01-01,757
758,Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,124,D#,Major,86,62,49,51,0,35,21,2021-06-25,758
759,"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,105,A,Minor,91,73,72,13,0,9,15,2022-02-25,759
760,Still Life,BIGBANG,1,2022,4,5,181,0,53909146,118,G#,Major,68,24,58,44,0,6,3,2022-04-05,760
761,Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,108,E,Major,61,20,38,61,0,10,5,2014-06-20,761
762,Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,100,E,Major,61,53,38,84,0,28,44,2015-11-09,762
763,N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,140,D#,Minor,81,39,66,38,0,12,14,2022-05-13,763
764,About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473,109,A#,Minor,84,72,74,10,0,34,7,2022-04-14,764
765,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,101,C#,Minor,78,40,74,36,0,17,27,2022-05-13,765
766,Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,78,F,Major,56,61,90,36,0,18,31,2022-05-06,766
767,Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,93,Unknown,Minor,79,22,55,31,0,12,5,2022-05-06,767
768,United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,87,G#,Major,52,32,83,24,0,17,43,2022-05-13,768
769,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180,153,A#,Minor,55,50,78,19,0,11,35,2022-05-13,769
770,Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,142,Unknown,Major,87,93,59,28,0,17,5,2022-05-06,770
771,Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,96,A#,Minor,85,41,43,39,0,12,21,2022-05-13,771
772,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,125,Unknown,Major,50,39,78,4,0,11,33,2022-05-12,772
773,Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,85,A#,Major,71,43,65,23,0,9,5,2022-05-06,773
774,Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,140,C#,Minor,92,78,57,46,0,14,9,2022-05-13,774
775,La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,196,B,Minor,66,58,79,23,0,22,20,2022-05-06,775
776,Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,134,G,Major,78,51,43,69,0,14,9,2022-05-13,776
777,Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,103,C#,Minor,80,45,62,76,0,10,38,2022-05-06,777
778,Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,130,C#,Major,82,50,67,12,0,13,5,2022-05-06,778
779,We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644,108,B,Major,65,52,69,31,0,8,36,2022-05-13,779
780,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890,123,G#,Major,61,66,71,53,0,32,46,2022-05-13,780
781,Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,152,B,Major,84,74,69,21,0,18,6,2022-05-06,781
782,Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754,108,D,Major,78,55,60,59,0,7,4,2022-05-06,782
783,Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,72,A#,Minor,56,56,47,76,0,8,36,2022-05-13,783
784,Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,121,F#,Minor,86,67,65,42,0,35,7,2022-05-06,784
785,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876,138,D#,Minor,57,71,82,19,0,15,29,2022-05-13,785
786,Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,188,F,Minor,50,41,50,69,0,12,6,2022-05-06,786
787,ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,110,C#,Major,80,26,85,23,0,11,21,2022-02-14,787
788,Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,105,G#,Major,81,77,79,19,0,47,8,2022-05-06,788
789,El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890,118,G#,Major,63,60,70,5,0,9,31,2022-05-06,789
790,Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,176,D,Major,61,24,62,60,0,24,31,2019-05-31,790
791,Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,158,B,Major,83,41,65,0,10,11,8,2022-05-06,791
792,Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,115,C#,Minor,85,72,58,9,0,49,12,2022-05-06,792
793,House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,110,B,Minor,51,48,82,0,0,5,3,2016-01-15,793
794,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425,174,A,Major,73,26,54,30,0,34,32,2022-05-13,794
795,That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,130,E,Major,91,91,96,3,0,3,9,2022-04-29,795
796,In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,78,A#,Major,36,30,54,34,0,14,5,2022-04-29,796
797,Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,104,G,Major,44,74,42,88,0,9,9,2022-05-13,797
798,SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891,121,G,Major,64,80,88,0,0,12,6,2022-05-13,798
799,Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194,105,D,Major,83,32,82,14,0,12,4,2022-03-10,799
800,Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,81,G,Major,38,20,66,9,0,9,8,2022-04-22,800
801,Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571,170,C#,Minor,37,14,24,80,0,11,4,2022-05-13,801
802,Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188,78,G,Major,43,60,38,76,1,48,38,2022-05-13,802
803,PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,125,G#,Major,88,28,66,6,0,13,31,2022-04-29,803
804,Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,92,E,Minor,66,29,65,23,0,8,7,2022-05-13,804
805,Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,140,B,Minor,84,61,42,31,0,9,9,2022-04-22,805
806,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229,96,Unknown,Major,61,32,90,25,0,10,9,2022-04-25,806
807,Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576,118,F,Minor,66,83,43,84,0,19,19,2022-05-13,807
808,Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,92,B,Minor,71,67,60,7,0,6,4,2022-02-06,808
809,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454,140,G#,Minor,49,50,37,87,0,11,35,2022-05-13,809
810,TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518,174,C#,Major,68,45,71,18,0,11,25,2022-04-01,810
811,Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,127,A#,Major,77,53,78,19,0,29,4,2022-01-26,811
812,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868,96,B,Major,71,37,52,62,0,11,36,2022-05-06,812
813,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680,150,G#,Minor,82,82,66,13,0,11,6,2022-04-29,813
814,ZOOM,Jessi,1,2022,4,13,608,0,136996305,100,F#,Major,87,46,60,1,0,13,16,2022-04-13,814
815,SloMo,Chanel,1,2021,12,24,1211,0,65719930,105,C#,Minor,73,59,81,13,0,9,6,2021-12-24,815
816,FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,104,G,Major,86,43,62,5,0,13,14,2022-05-02,816
817,10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,154,G#,Major,54,45,79,1,0,17,5,2022-03-23,817
818,SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594,80,B,Major,47,33,83,18,0,10,5,2022-02-22,818
819,With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,150,D#,Major,53,14,43,64,0,13,3,2022-04-24,819
820,Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608,156,B,Minor,32,49,72,0,0,9,4,1998-03-31,820
821,The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,98,G#,Minor,76,79,81,18,0,6,34,2022-05-08,821
822,San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,92,G,Major,58,27,36,86,0,9,3,2019-11-07,822
823,This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975,144,E,Major,47,7,50,32,0,7,4,2022-05-06,823
824,Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613,150,E,Major,37,27,56,8,0,13,3,2017-10-20,824
825,Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429,138,D#,Major,70,31,44,84,0,9,39,2021-08-09,825
826,Yet To Come,BTS,1,2022,6,10,829,0,302006641,172,C#,Major,56,68,89,4,0,33,19,2022-06-10,826
827,Run BTS,BTS,1,2022,6,10,736,0,330881149,77,G#,Major,72,70,82,2,0,4,17,2022-06-10,827
828,Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,107,B,Major,72,36,72,26,6,11,4,2022-05-20,828
829,Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,114,D,Major,51,39,29,90,0,10,4,2022-05-20,829
830,For Youth,BTS,1,2022,6,10,327,0,114546317,117,D,Major,63,29,51,43,0,25,4,2022-06-10,830
831,Daylight,Harry Styles,1,2022,5,20,2775,0,290833204,146,Unknown,Major,69,63,45,48,0,18,4,2022-05-20,831
832,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,160,G#,Minor,80,74,60,8,0,14,26,2022-05-06,832
833,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504,120,G,Major,88,15,56,1,0,8,6,2022-06-10,833
834,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045,100,B,Minor,82,76,70,16,0,8,5,2022-05-27,834
835,Born Singer,BTS,1,2022,6,10,279,0,79095270,158,G#,Minor,60,68,84,4,0,24,11,2022-06-10,835
836,Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,142,D#,Major,56,40,54,72,0,10,4,2022-05-20,836
837,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475,170,A,Minor,80,77,85,11,0,17,14,2022-05-20,837
838,True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,84,F,Minor,71,39,86,2,0,51,25,2022-05-27,838
839,Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,139,Unknown,Major,58,30,46,14,0,9,3,2022-05-20,839
840,Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494,151,G,Major,73,88,67,20,0,32,5,1982-01-01,840
841,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,128,C#,Minor,82,42,75,6,0,63,6,2022-06-08,841
842,Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,118,G,Major,56,20,54,67,0,6,5,2022-05-20,842
843,Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,183,F,Major,65,88,72,36,14,20,3,2022-05-20,843
844,So Good,Halsey,1,2022,6,9,1057,0,91781263,83,D#,Minor,63,29,62,4,0,18,4,2022-06-09,844
845,Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,122,C#,Major,85,42,80,6,0,17,14,2022-02-18,845
846,Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,165,A,Major,72,90,48,32,0,18,23,2022-05-20,846
847,Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,106,A,Minor,83,90,64,35,5,9,4,2022-05-20,847
848,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,77,B,Major,81,68,58,83,0,11,34,2022-05-25,848
849,Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,91,G#,Major,57,30,89,10,0,33,8,2014-01-01,849
850,Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,148,G,Major,51,21,63,5,0,41,3,2022-05-03,850
851,Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,114,E,Minor,71,90,81,31,2,13,3,2022-05-20,851
852,Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001,120,Unknown,Minor,91,63,77,12,1,10,5,2022-06-10,852
853,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433,92,F#,Major,83,56,82,10,0,9,5,2022-06-02,853
854,Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,118,F,Major,56,25,45,1,3,7,3,2016-11-10,854
855,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,123,E,Minor,60,46,71,3,0,16,4,2022-03-18,855
856,SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,89,D#,Major,52,28,48,54,1,19,3,2018-09-12,856
857,Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,110,F,Minor,81,61,93,49,0,12,11,2022-06-02,857
858,Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925,118,Unknown,Major,42,32,20,94,0,11,4,2022-05-20,858
859,295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,90,B,Minor,68,54,76,21,0,11,20,2021-05-15,859
860,Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630,130,Unknown,Major,49,14,40,82,0,11,3,2022-05-13,860
861,En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,154,F#,Minor,70,97,62,47,0,10,4,2022-05-13,861
862,Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,105,E,Minor,54,59,83,0,44,20,4,1986-03-03,862
863,BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964,115,C#,Minor,70,87,88,4,0,26,8,2022-06-21,863
864,ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,110,C#,Major,91,59,82,8,0,6,8,2022-06-16,864
865,Massive,Drake,1,2022,6,17,5263,0,195628667,125,E,Minor,51,5,68,12,2,15,6,2022-06-17,865
866,Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,102,C#,Major,73,62,75,0,0,34,8,2022-06-10,866
867,Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,120,G#,Minor,81,72,65,4,0,14,4,2022-02-06,867
868,POP!,Nayeon,1,2022,6,24,571,0,213505179,97,D,Major,80,36,86,4,0,3,5,2022-06-24,868
869,Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,130419412,140,F,Minor,44,41,92,0,0,44,7,2022-03-24,869
870,MORE,j-hope,1,2022,7,1,565,0,155795783,97,D,Major,78,31,72,1,0,11,4,2022-07-01,870
871,Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,125,F#,Major,45,67,90,9,11,10,5,1987-01-01,871
872,Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,88,D#,Minor,80,55,56,13,0,8,9,2022-05-12,872
873,SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595,170,Unknown,Major,56,52,64,11,0,45,7,2022-03-19,873
874,Sticky,Drake,1,2022,6,17,2814,0,191448892,137,A#,Minor,88,8,49,9,0,9,14,2022-06-17,874
875,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992,157,A,Major,88,52,69,0,0,8,23,2022-07-01,875
876,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902,130,F#,Major,95,83,57,54,0,10,25,2022-06-03,876
877,La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256,90,C#,Major,85,80,83,10,0,8,11,2022-07-06,877
878,die first,Nessa Barrett,1,2022,6,24,767,0,131746175,183,G#,Minor,44,44,67,7,0,12,13,2022-06-24,878
879,Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,128,C#,Major,58,68,91,2,0,27,11,2022-05-02,879
880,Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708,130,D#,Minor,71,78,40,46,0,7,45,2022-06-10,880
881,cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413,126,C#,Major,63,56,43,24,0,12,23,2022-08-04,881
882,Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651,120,Unknown,Major,77,94,87,2,0,23,12,2022-08-05,882
883,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,130,E,Minor,72,18,46,7,0,28,8,2022-08-05,883
884,Caile,Luar La L,1,2020,12,18,1494,2,273914335,122,Unknown,Major,70,46,76,30,0,9,45,2020-12-18,884
885,Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440,172,G#,Minor,74,46,58,15,0,13,8,2022-08-05,885
886,GIVENCHY,Duki,1,2022,7,20,625,4,185236961,103,G#,Major,61,38,62,14,0,23,40,2022-07-20,886
887,ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,0,171788484,122,A#,Minor,55,46,64,0,0,17,10,2022-07-29,887
888,Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,130,B,Major,47,56,90,0,0,10,4,2019-09-13,888
889,Attention,NewJeans,1,2022,8,1,799,12,264717480,105,A#,Minor,81,70,65,24,0,8,4,2022-08-01,889
890,THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,120,F,Major,90,73,51,39,0,9,6,2022-03-11,890
891,"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446,145,G,Major,56,43,53,24,0,12,4,2022-07-12,891
892,El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853,99,G,Minor,79,64,59,28,0,11,14,2022-07-22,892
893,Heartless,Kanye West,1,2008,1,1,17504,34,887906111,88,A#,Minor,79,66,65,5,0,25,14,2008-01-01,893
894,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120,126,A,Major,81,90,73,28,0,29,4,2022-07-15,894
895,Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154,136,Unknown,Major,77,71,75,33,1,13,4,2022-08-15,895
896,JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692,113,G#,Major,70,97,59,55,0,27,12,2022-02-18,896
897,Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092,132,B,Major,82,49,88,20,0,21,3,2022-06-16,897
898,Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381,135,G#,Major,77,74,74,47,0,34,8,2022-05-20,898
899,Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603,126,Unknown,Major,67,49,77,11,0,19,11,2017-11-10,899
900,Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,102,C#,Minor,67,72,74,30,0,36,4,2022-09-09,900
901,After LIKE,IVE,1,2022,8,22,767,12,265548837,125,Unknown,Major,68,80,92,10,0,9,12,2022-08-22,901
902,Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,149,C#,Major,37,28,66,14,0,9,5,2013-01-01,902
903,B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109,137,Unknown,Major,74,71,89,24,61,15,5,2022-06-15,903
904,Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,120,D#,Minor,77,78,91,14,0,33,12,2022-08-26,904
905,BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,100,C#,Major,90,75,50,11,0,9,26,2022-01-20,905
906,Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,164,G#,Minor,70,58,57,25,0,15,7,2022-06-03,906
907,KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,93,A#,Minor,65,79,66,31,0,22,7,2022-06-10,907
908,Prohibidox,Feid,1,2022,9,13,1473,12,185392587,180,C#,Minor,65,52,80,5,0,6,25,2022-09-13,908
909,Static,Steve Lacy,1,2022,7,15,1613,0,202452860,79,C#,Major,34,22,31,43,63,10,7,2022-07-15,909
910,The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,146,F,Major,56,21,44,73,0,11,2,2002-08-05,910
911,Sparks,Coldplay,1,2000,7,10,10826,4,624101957,103,C#,Major,37,17,27,75,5,10,3,2000-07-10,911
912,Talk,YEAT,1,2022,9,2,920,0,148461629,140,E,Minor,70,26,76,8,0,54,23,2022-09-02,912
913,XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,0,47093942,92,A#,Major,81,48,70,13,0,15,7,2022-09-13,913
914,Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,102,C#,Minor,64,4,60,11,0,19,4,2016-06-23,914
915,Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,118,B,Minor,82,75,85,33,1,11,4,2022-07-22,915
916,Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,93,D,Major,78,75,62,6,0,15,6,2022-09-13,916
917,Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,150,F,Minor,70,26,56,14,83,11,5,2022-06-23,917
918,THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344,130,D,Major,52,24,60,0,0,8,3,2022-10-07,918
919,Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,83,D#,Minor,65,24,53,6,0,51,4,2022-10-14,919
920,BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673,102,A,Major,84,43,75,5,0,6,8,2022-08-18,920
921,Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,136,E,Minor,73,65,91,4,0,48,18,2022-10-17,921
922,Miss You,Southstar,1,1982,5,16,2020,0,154356956,145,A,Major,66,24,58,17,0,19,5,1982-05-16,922
923,we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,130,G,Major,57,24,37,11,18,16,3,2018-11-21,923
924,2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,156,G,Major,72,92,77,9,0,8,11,2022-07-14,924
925,Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,123,D,Major,57,50,85,5,0,16,4,2022-09-29,925
926,Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,132,G,Major,92,53,62,7,0,63,10,2022-09-16,926
927,I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339,125,D#,Minor,49,13,74,0,0,9,4,2020-12-18,927
928,California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,162,F,Minor,74,22,67,0,0,11,46,2022-10-14,928
929,Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,146223492,138,A#,Major,80,82,81,14,0,13,36,2022-09-22,929
930,Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588,161,A#,Minor,59,62,60,12,0,5,44,2022-07-01,930
931,Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,131,G#,Minor,91,23,55,1,0,7,32,2022-11-04,931
932,Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656,122,E,Minor,75,45,63,6,0,35,12,2022-11-04,932
933,Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,80,E,Minor,80,16,28,17,0,12,39,2022-10-21,933
934,Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,109,G,Major,75,11,50,20,0,30,17,2022-10-21,934
935,On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,158,A,Major,84,33,36,2,0,39,59,2022-11-04,935
936,Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,126,E,Major,66,12,35,55,0,9,14,2022-10-21,936
937,Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999,104,C#,Major,73,25,61,1,0,32,7,2022-11-04,937
938,Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835,110,Unknown,Major,48,15,31,80,22,12,4,2022-10-21,938
939,Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,130,G,Major,77,20,70,1,0,16,5,2022-11-04,939
